driverStandingsId,raceId,driverId,points,position,positionText,wins
72792,1129,847,69.0,7,7,0
72793,1129,846,131.0,3,3,1
72794,1129,1,55.0,8,8,0
72795,1129,857,81.0,6,6,0
72796,1129,4,41.0,9,9,0
72797,1129,840,17.0,11,11,0
72798,1129,855,0.0,19,19,0
72799,1129,825,1.0,18,18,0
72800,1129,817,9.0,12,12,0
72801,1129,852,19.0,10,10,0
72802,1129,848,2.0,16,16,0
72803,1129,807,6.0,14,14,0
72804,1129,839,2.0,17,17,0
72805,1129,842,3.0,15,15,0
72806,1129,822,0.0,20,20,0
72807,1129,858,0.0,21,21,0
72808,1129,860,6.0,13,13,0
72809,1130,830,219.0,1,1,7
72810,1130,815,111.0,5,5,0
72811,1130,832,116.0,4,4,1
72812,1130,844,148.0,3,3,1
72813,1130,847,81.0,7,7,0
72814,1130,846,150.0,2,2,1
72815,1130,1,70.0,8,8,0
72816,1130,857,87.0,6,6,0
72817,1130,4,41.0,9,9,0
72818,1130,840,17.0,11,11,0
72819,1130,855,0.0,19,19,0
72820,1130,825,1.0,18,18,0
72821,1130,817,9.0,12,12,0
72822,1130,852,19.0,10,10,0
72823,1130,848,2.0,17,17,0
72824,1130,807,6.0,14,14,0
72825,1130,839,3.0,16,16,0
72826,1130,842,5.0,15,15,0
72827,1130,822,0.0,20,20,0
72828,1130,858,0.0,21,21,0
72829,1130,860,6.0,13,13,0
72830,1131,830,237.0,1,1,7
72831,1131,815,118.0,5,5,0
72832,1131,832,135.0,4,4,1
72833,1131,844,150.0,3,3,1
72834,1131,847,111.0,7,7,1
72835,1131,846,156.0,2,2,1
72836,1131,1,85.0,8,8,0
72837,1131,857,112.0,6,6,0
72838,1131,4,41.0,9,9,0
72839,1131,840,17.0,11,11,0
72840,1131,855,0.0,19,19,0
72841,1131,825,5.0,16,16,0
72842,1131,817,11.0,13,13,0
72843,1131,852,19.0,10,10,0
72844,1131,848,2.0,18,18,0
72845,1131,807,14.0,12,12,0
72846,1131,839,3.0,17,17,0
72847,1131,842,6.0,15,15,0
72848,1131,822,0.0,20,20,0
72849,1131,858,0.0,21,21,0
72850,1131,860,6.0,14,14,0
72851,1132,830,255.0,1,1,7
72852,1132,815,118.0,6,6,0
72853,1132,832,146.0,4,4,1
72854,1132,844,150.0,3,3,1
72855,1132,847,111.0,7,7,1
72856,1132,846,171.0,2,2,1
72857,1132,1,110.0,8,8,1
72858,1132,857,124.0,5,5,0
72859,1132,4,45.0,9,9,0
72860,1132,840,23.0,10,10,0
72861,1132,855,0.0,19,19,0
72862,1132,825,5.0,16,16,0
72863,1132,817,11.0,13,13,0
72864,1132,852,20.0,12,12,0
72865,1132,848,4.0,17,17,0
72866,1132,807,22.0,11,11,0
72867,1132,839,3.0,18,18,0
72868,1132,842,6.0,15,15,0
72869,1132,822,0.0,21,21,0
72870,1132,858,0.0,20,20,0
72871,1132,860,6.0,14,14,0
72872,1133,830,265.0,1,1,7
72873,1133,815,124.0,7,7,0
72874,1133,832,154.0,4,4,1
72875,1133,844,162.0,3,3,1
72876,1133,847,116.0,8,8,1
72877,1133,846,189.0,2,2,1
72878,1133,1,125.0,6,6,1
72879,1133,857,149.0,5,5,1
72880,1133,4,45.0,9,9,0
72881,1133,840,24.0,10,10,0
72882,1133,855,0.0,19,19,0
72883,1133,825,5.0,16,16,0
72884,1133,817,11.0,13,13,0
72885,1133,852,22.0,12,12,0
72886,1133,848,4.0,17,17,0
72887,1133,807,22.0,11,11,0
72888,1133,839,3.0,18,18,0
72889,1133,842,6.0,15,15,0
72890,1133,822,0.0,21,21,0
72891,1133,858,0.0,20,20,0
72892,1133,860,6.0,14,14,0
72977,1135,830,295.0,1,1,7
72976,1134,860,6.0,14,14,0
72975,1134,858,0.0,20,20,0
72974,1134,822,0.0,21,21,0
72973,1134,842,6.0,15,15,0
72972,1134,839,5.0,17,17,0
72971,1134,807,22.0,11,11,0
72970,1134,848,4.0,18,18,0
72969,1134,852,22.0,12,12,0
72968,1134,817,12.0,13,13,0
72967,1134,825,5.0,16,16,0
72966,1134,855,0.0,19,19,0
72956,1134,830,277.0,1,1,7
72957,1134,815,131.0,7,7,0
72958,1134,832,162.0,5,5,1
72959,1134,844,177.0,3,3,1
72960,1134,847,116.0,8,8,1
72961,1134,846,199.0,2,2,1
72962,1134,1,150.0,6,6,2
72963,1134,857,167.0,4,4,1
72964,1134,4,49.0,9,9,0
72965,1134,840,24.0,10,10,0
72978,1135,815,139.0,7,7,0
72979,1135,832,172.0,5,5,1
72980,1135,844,192.0,3,3,1
72981,1135,847,122.0,8,8,1
72982,1135,846,225.0,2,2,2
72983,1135,1,154.0,6,6,2
72984,1135,857,179.0,4,4,1
72985,1135,4,50.0,9,9,0
72986,1135,840,24.0,10,10,0
72987,1135,855,0.0,19,19,0
72988,1135,825,5.0,16,16,0
72989,1135,817,12.0,13,13,0
72990,1135,852,22.0,12,12,0
72991,1135,848,4.0,18,18,0
72992,1135,807,22.0,11,11,0
72993,1135,839,5.0,17,17,0
72994,1135,842,8.0,14,14,0
72995,1135,822,0.0,21,21,0
72996,1135,858,0.0,20,20,0
72997,1135,860,6.0,15,15,0
73038,1136,822,0.0,22,22,0
73037,1136,842,8.0,14,14,0
73036,1136,839,5.0,18,18,0
73035,1136,807,22.0,11,11,0
73034,1136,848,6.0,17,17,0
73033,1136,852,22.0,12,12,0
73032,1136,817,12.0,13,13,0
73031,1136,825,6.0,16,16,0
73030,1136,855,0.0,19,19,0
73029,1136,840,24.0,10,10,0
73028,1136,4,50.0,9,9,0
73027,1136,857,197.0,4,4,1
73026,1136,1,164.0,6,6,2
73025,1136,846,241.0,2,2,2
73024,1136,847,128.0,8,8,1
73023,1136,844,217.0,3,3,2
73022,1136,832,184.0,5,5,1
73021,1136,815,143.0,7,7,0
73020,1136,830,303.0,1,1,7
73039,1136,858,0.0,20,20,0
73040,1136,860,6.0,15,15,0
73041,1136,861,0.0,21,21,0
73042,1137,830,313.0,1,1,7
73043,1137,815,143.0,8,8,0
73044,1137,832,184.0,5,5,1
73045,1137,844,235.0,3,3,2
73046,1137,847,143.0,7,7,1
73047,1137,846,254.0,2,2,2
73048,1137,1,166.0,6,6,2
73049,1137,857,222.0,4,4,2
73050,1137,4,58.0,9,9,0
73051,1137,840,24.0,10,10,0
73052,1137,855,0.0,20,20,0
73053,1137,825,6.0,17,17,0
73054,1137,817,12.0,14,14,0
73055,1137,852,22.0,12,12,0
73056,1137,848,12.0,13,13,0
73057,1137,807,22.0,11,11,0
73058,1137,839,5.0,18,18,0
73059,1137,842,8.0,15,15,0
73060,1137,822,0.0,22,22,0
73061,1137,858,0.0,21,21,0
73062,1137,860,7.0,16,16,0
73063,1137,861,4.0,19,19,0
73064,1138,830,331.0,1,1,7
73065,1138,815,144.0,8,8,0
73066,1138,832,190.0,5,5,1
73067,1138,844,245.0,3,3,2
73068,1138,847,155.0,7,7,1
73069,1138,846,279.0,2,2,3
73070,1138,1,174.0,6,6,2
73071,1138,857,237.0,4,4,2
73072,1138,4,62.0,9,9,0
73073,1138,840,24.0,11,11,0
73074,1138,855,0.0,20,20,0
73075,1138,825,6.0,17,17,0
73076,1138,817,12.0,14,14,0
73077,1138,852,22.0,12,12,0
73078,1138,848,12.0,13,13,0
73079,1138,807,24.0,10,10,0
73080,1138,839,5.0,18,18,0
73081,1138,842,8.0,15,15,0
73082,1138,822,0.0,22,22,0
73083,1138,858,0.0,21,21,0
73084,1138,860,7.0,16,16,0
73085,1138,861,4.0,19,19,0
73086,1139,830,354.0,1,1,7
73087,1139,815,150.0,8,8,0
73088,1139,832,215.0,5,5,1
73089,1139,844,275.0,3,3,3
73090,1139,847,167.0,7,7,1
73091,1139,846,297.0,2,2,3
73092,1139,1,177.0,6,6,2
73093,1139,857,247.0,4,4,2
73094,1139,4,62.0,9,9,0
73095,1139,840,24.0,11,11,0
73096,1139,855,0.0,21,21,0
73097,1139,825,8.0,15,15,0
73098,1139,817,12.0,14,14,0
73099,1139,852,22.0,12,12,0
73100,1139,848,12.0,13,13,0
73101,1139,807,29.0,10,10,0
73102,1139,839,5.0,19,19,0
73103,1139,842,8.0,16,16,0
73104,1139,822,0.0,23,23,0
73105,1139,858,0.0,22,22,0
73106,1139,860,7.0,17,17,0
73107,1139,861,5.0,18,18,0
73108,1139,859,2.0,20,20,0
73109,1140,830,362.0,1,1,7
73110,1140,815,150.0,8,8,0
73111,1140,832,240.0,5,5,2
73112,1140,844,291.0,3,3,3
73113,1140,847,177.0,7,7,1
73114,1140,846,315.0,2,2,3
73115,1140,1,189.0,6,6,2
73116,1140,857,251.0,4,4,2
73117,1140,4,62.0,9,9,0
73118,1140,840,24.0,11,11,0
73119,1140,855,0.0,21,21,0
73120,1140,825,14.0,13,13,0
73121,1140,817,12.0,15,15,0
73122,1140,852,22.0,12,12,0
73123,1140,848,12.0,14,14,0
73124,1140,807,31.0,10,10,0
73125,1140,839,5.0,19,19,0
73126,1140,842,9.0,16,16,0
73127,1140,822,0.0,23,23,0
73128,1140,858,0.0,22,22,0
73129,1140,860,7.0,17,17,0
73130,1140,861,5.0,18,18,0
73131,1140,859,2.0,20,20,0
73175,1141,860,7.0,18,18,0
73174,1141,858,0.0,22,22,0
73173,1141,822,0.0,23,23,0
73172,1141,842,26.0,12,12,0
73171,1141,839,23.0,14,14,0
73170,1141,807,31.0,10,10,0
73169,1141,848,12.0,16,16,0
73168,1141,852,28.0,11,11,0
73167,1141,817,12.0,17,17,0
73166,1141,825,14.0,15,15,0
73165,1141,855,0.0,21,21,0
73164,1141,840,24.0,13,13,0
73163,1141,4,62.0,9,9,0
73162,1141,857,262.0,4,4,2
73161,1141,1,190.0,7,7,2
73160,1141,846,331.0,2,2,3
73159,1141,847,192.0,6,6,1
73158,1141,844,307.0,3,3,3
73157,1141,832,244.0,5,5,2
73156,1141,815,151.0,8,8,0
73155,1141,830,393.0,1,1,8
73176,1141,861,5.0,19,19,0
73177,1141,859,4.0,20,20,0
73222,1142,861,5.0,19,19,0
73220,1142,858,0.0,22,22,0
73218,1142,842,26.0,12,12,0
73217,1142,839,23.0,14,14,0
73216,1142,807,35.0,10,10,0
73215,1142,848,12.0,16,16,0
73214,1142,852,30.0,11,11,0
73212,1142,825,14.0,15,15,0
73210,1142,840,24.0,13,13,0
73208,1142,857,268.0,4,4,2
73206,1142,846,340.0,2,2,3
73202,1142,815,152.0,8,8,0
73221,1142,860,7.0,18,18,0
73223,1142,859,4.0,20,20,0
73219,1142,822,0.0,23,23,0
73211,1142,855,0.0,21,21,0
73207,1142,1,208.0,7,7,2
73209,1142,4,62.0,9,9,0
73213,1142,817,12.0,17,17,0
73204,1142,844,319.0,3,3,3
73203,1142,832,259.0,5,5,2
73201,1142,830,403.0,1,1,8
73205,1142,847,217.0,6,6,2
73224,1143,830,429.0,1,1,9
73225,1143,815,152.0,8,8,0
73226,1143,832,272.0,5,5,2
73227,1143,844,341.0,3,3,3
73228,1143,847,235.0,6,6,2
73229,1143,846,349.0,2,2,3
73230,1143,1,211.0,7,7,2
73231,1143,857,291.0,4,4,2
73232,1143,4,68.0,9,9,0
73233,1143,840,24.0,13,13,0
73234,1143,855,4.0,20,20,0
73235,1143,825,16.0,15,15,0
73236,1143,817,12.0,17,17,0
73237,1143,852,30.0,12,12,0
73238,1143,848,12.0,16,16,0
73239,1143,807,37.0,10,10,0
73240,1143,839,23.0,14,14,0
73241,1143,842,36.0,11,11,0
73242,1143,822,0.0,22,22,0
73243,1143,858,0.0,23,23,0
73244,1143,860,7.0,18,18,0
73245,1143,861,5.0,19,19,0
73246,1143,859,4.0,21,21,0
73247,1144,830,437.0,1,1,9
73248,1144,815,152.0,8,8,0
73249,1144,832,290.0,5,5,2
73250,1144,844,356.0,3,3,3
73251,1144,847,245.0,6,6,2
73252,1144,846,374.0,2,2,4
73253,1144,1,223.0,7,7,2
73254,1144,857,292.0,4,4,2
73255,1144,4,70.0,9,9,0
73256,1144,840,24.0,13,13,0
73257,1144,855,4.0,20,20,0
73258,1144,825,16.0,15,15,0
73259,1144,817,12.0,17,17,0
73260,1144,852,30.0,12,12,0
73261,1144,848,12.0,16,16,0
73262,1144,807,41.0,11,11,0
73263,1144,839,23.0,14,14,0
73264,1144,842,42.0,10,10,0
73265,1144,822,0.0,22,22,0
73266,1144,858,0.0,23,23,0
73267,1144,860,7.0,18,18,0
73268,1144,861,5.0,19,19,0
73269,1144,859,4.0,21,21,0
73270,1144,862,0.0,24,24,0
